Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
mre11a_1,genomic_mutation1,,text,MRE11A,,,,,,,,,,,,,
mre11a_vaf_1,genomic_mutation1,,text,MRE11A_VAF,,,,,,,,,,,,,
msh2_1,genomic_mutation1,,text,MSH2,,,,,,,,,,,,,
msh2_vaf_1,genomic_mutation1,,text,MSH2_VAF,,,,,,,,,,,,,
msh3_1,genomic_mutation1,,text,MSH3,,,,,,,,,,,,,
msh3_vaf_1,genomic_mutation1,,text,MSH3_VAF,,,,,,,,,,,,,
msh6_1,genomic_mutation1,,text,MSH6,,,,,,,,,,,,,
msh6_vaf_1,genomic_mutation1,,text,MSH6_VAF,,,,,,,,,,,,,
mst1r_1,genomic_mutation1,,text,MST1R,,,,,,,,,,,,,
mst1r_vaf_1,genomic_mutation1,,text,MST1R_VAF,,,,,,,,,,,,,
mtap_1,genomic_mutation1,,text,MTAP,,,,,,,,,,,,,
mtap_vaf_1,genomic_mutation1,,text,MTAP_VAF,,,,,,,,,,,,,
mtor_1,genomic_mutation1,,text,MTOR,,,,,,,,,,,,,
mtor_vaf_1,genomic_mutation1,,text,MTOR_VAF,,,,,,,,,,,,,
mutyh_1,genomic_mutation1,,text,MUTYH,,,,,,,,,,,,,
mutyh_vaf_1,genomic_mutation1,,text,MUTYH_VAF,,,,,,,,,,,,,
myb_1,genomic_mutation1,,text,MYB,,,,,,,,,,,,,
myb_vaf_1,genomic_mutation1,,text,MYB_VAF,,,,,,,,,,,,,
myc_1,genomic_mutation1,,text,MYC,,,,,,,,,,,,,
myc_vaf_1,genomic_mutation1,,text,MYC_VAF,,,,,,,,,,,,,
mycl_1,genomic_mutation1,,text,MYCL,,,,,,,,,,,,,
mycl_vaf_1,genomic_mutation1,,text,MYCL_VAF,,,,,,,,,,,,,
mycl1_1,genomic_mutation1,,text,MYCL1,,,,,,,,,,,,,
mycl1_vaf_1,genomic_mutation1,,text,MYCL1_VAF,,,,,,,,,,,,,
mycn_1,genomic_mutation1,,text,MYCN,,,,,,,,,,,,,
mycn_vaf_1,genomic_mutation1,,text,MYCN_VAF,,,,,,,,,,,,,
myd88_1,genomic_mutation1,,text,MYD88,,,,,,,,,,,,,
myd88_vaf_1,genomic_mutation1,,text,MYD88_VAF,,,,,,,,,,,,,
myo18_1,genomic_mutation1,,text,MYO18,,,,,,,,,,,,,
myo18_vaf_1,genomic_mutation1,,text,MYO18_VAF,,,,,,,,,,,,,
myo18a_1,genomic_mutation1,,text,MYO18A,,,,,,,,,,,,,
myo18a_vaf_1,genomic_mutation1,,text,MYO18A_VAF,,,,,,,,,,,,,
myst3_1,genomic_mutation1,,text,MYST3,,,,,,,,,,,,,
myst3_vaf_1,genomic_mutation1,,text,MYST3_VAF,,,,,,,,,,,,,
na_1,genomic_mutation1,,text,NA,,,,,,,,,,,,,
na_vaf_1,genomic_mutation1,,text,NA_VAF,,,,,,,,,,,,,
nbn_1,genomic_mutation1,,text,NBN,,,,,,,,,,,,,
nbn_vaf_1,genomic_mutation1,,text,NBN_VAF,,,,,,,,,,,,,
ncor1_1,genomic_mutation1,,text,NCOR1,,,,,,,,,,,,,
ncor1_vaf_1,genomic_mutation1,,text,NCOR1_VAF,,,,,,,,,,,,,
ncor2_1,genomic_mutation1,,text,NCOR2,,,,,,,,,,,,,
ncor2_vaf_1,genomic_mutation1,,text,NCOR2_VAF,,,,,,,,,,,,,
ncstn_1,genomic_mutation1,,text,NCSTN,,,,,,,,,,,,,
ncstn_vaf_1,genomic_mutation1,,text,NCSTN_VAF,,,,,,,,,,,,,
nf1_1,genomic_mutation1,,text,NF1,,,,,,,,,,,,,
nf1_vaf_1,genomic_mutation1,,text,NF1_VAF,,,,,,,,,,,,,
nf2_1,genomic_mutation1,,text,NF2,,,,,,,,,,,,,
nf2_vaf_1,genomic_mutation1,,text,NF2_VAF,,,,,,,,,,,,,
nfe2l2_1,genomic_mutation1,,text,NFE2L2,,,,,,,,,,,,,
nfe2l2_vaf_1,genomic_mutation1,,text,NFE2L2_VAF,,,,,,,,,,,,,
nfkbia_1,genomic_mutation1,,text,NFKBIA,,,,,,,,,,,,,
nfkbia_vaf_1,genomic_mutation1,,text,NFKBIA_VAF,,,,,,,,,,,,,
nkx21_1,genomic_mutation1,,text,NKX2.1,,,,,,,,,,,,,
nkx21_vaf_1,genomic_mutation1,,text,NKX2.1_VAF,,,,,,,,,,,,,
nlrp1_1,genomic_mutation1,,text,NLRP1,,,,,,,,,,,,,
nlrp1_vaf_1,genomic_mutation1,,text,NLRP1_VAF,,,,,,,,,,,,,
nod1_1,genomic_mutation1,,text,NOD1,,,,,,,,,,,,,
nod1_vaf_1,genomic_mutation1,,text,NOD1_VAF,,,,,,,,,,,,,
notch1_1,genomic_mutation1,,text,NOTCH1,,,,,,,,,,,,,
notch1_vaf_1,genomic_mutation1,,text,NOTCH1_VAF,,,,,,,,,,,,,
notch2_1,genomic_mutation1,,text,NOTCH2,,,,,,,,,,,,,
notch2_vaf_1,genomic_mutation1,,text,NOTCH2_VAF,,,,,,,,,,,,,
notch3_1,genomic_mutation1,,text,NOTCH3,,,,,,,,,,,,,
notch3_vaf_1,genomic_mutation1,,text,NOTCH3_VAF,,,,,,,,,,,,,
npm1_1,genomic_mutation1,,text,NPM1,,,,,,,,,,,,,
npm1_vaf_1,genomic_mutation1,,text,NPM1_VAF,,,,,,,,,,,,,
nras_1,genomic_mutation1,,text,NRAS,,,,,,,,,,,,,
nras_vaf_1,genomic_mutation1,,text,NRAS_VAF,,,,,,,,,,,,,
nrg1_1,genomic_mutation1,,text,NRG1,,,,,,,,,,,,,
nrg1_vaf_1,genomic_mutation1,,text,NRG1_VAF,,,,,,,,,,,,,
nsd1_1,genomic_mutation1,,text,NSD1,,,,,,,,,,,,,
nsd1_vaf_1,genomic_mutation1,,text,NSD1_VAF,,,,,,,,,,,,,
nsd2_1,genomic_mutation1,,text,NSD2,,,,,,,,,,,,,
nsd2_vaf_1,genomic_mutation1,,text,NSD2_VAF,,,,,,,,,,,,,
nsd3whsc1l1_1,genomic_mutation1,,text,NSD3.WHSC1L1.,,,,,,,,,,,,,
nsd3whsc1l1_vaf_1,genomic_mutation1,,text,NSD3WHSC1L1_VAF,,,,,,,,,,,,,
nt5c2_1,genomic_mutation1,,text,NT5C2,,,,,,,,,,,,,
nt5c2_vaf_1,genomic_mutation1,,text,NT5C2_VAF,,,,,,,,,,,,,
ntrk1_1,genomic_mutation1,,text,NTRK1,,,,,,,,,,,,,
ntrk1_vaf_1,genomic_mutation1,,text,NTRK1_VAF,,,,,,,,,,,,,
ntrk2_1,genomic_mutation1,,text,NTRK2,,,,,,,,,,,,,
ntrk2_vaf_1,genomic_mutation1,,text,NTRK2_VAF,,,,,,,,,,,,,
ntrk3_1,genomic_mutation1,,text,NTRK3,,,,,,,,,,,,,
ntrk3_vaf_1,genomic_mutation1,,text,NTRK3_VAF,,,,,,,,,,,,,
nup93_1,genomic_mutation1,,text,NUP93,,,,,,,,,,,,,
nup93_vaf_1,genomic_mutation1,,text,NUP93_VAF,,,,,,,,,,,,,
nup98_1,genomic_mutation1,,text,NUP98,,,,,,,,,,,,,
nup98_vaf_1,genomic_mutation1,,text,NUP98_VAF,,,,,,,,,,,,,
p2ry8_1,genomic_mutation1,,text,P2RY8,,,,,,,,,,,,,
p2ry8_vaf_1,genomic_mutation1,,text,P2RY8_VAF,,,,,,,,,,,,,
pag1_1,genomic_mutation1,,text,PAG1,,,,,,,,,,,,,
pag1_vaf_1,genomic_mutation1,,text,PAG1_VAF,,,,,,,,,,,,,
pak3_1,genomic_mutation1,,text,PAK3,,,,,,,,,,,,,
pak3_vaf_1,genomic_mutation1,,text,PAK3_VAF,,,,,,,,,,,,,
palb2_1,genomic_mutation1,,text,PALB2,,,,,,,,,,,,,
palb2_vaf_1,genomic_mutation1,,text,PALB2_VAF,,,,,,,,,,,,,
park2_1,genomic_mutation1,,text,PARK2,,,,,,,,,,,,,
park2_vaf_1,genomic_mutation1,,text,PARK2_VAF,,,,,,,,,,,,,
parp1_1,genomic_mutation1,,text,PARP1,,,,,,,,,,,,,
parp1_vaf_1,genomic_mutation1,,text,PARP1_VAF,,,,,,,,,,,,,
parp2_1,genomic_mutation1,,text,PARP2,,,,,,,,,,,,,
parp2_vaf_1,genomic_mutation1,,text,PARP2_VAF,,,,,,,,,,,,,
parp3_1,genomic_mutation1,,text,PARP3,,,,,,,,,,,,,
parp3_vaf_1,genomic_mutation1,,text,PARP3_VAF,,,,,,,,,,,,,
pask_1,genomic_mutation1,,text,PASK,,,,,,,,,,,,,
pask_vaf_1,genomic_mutation1,,text,PASK_VAF,,,,,,,,,,,,,
pax5_1,genomic_mutation1,,text,PAX5,,,,,,,,,,,,,
pax5_vaf_1,genomic_mutation1,,text,PAX5_VAF,,,,,,,,,,,,,
pbrm1_1,genomic_mutation1,,text,PBRM1,,,,,,,,,,,,,
pbrm1_vaf_1,genomic_mutation1,,text,PBRM1_VAF,,,,,,,,,,,,,
pc_1,genomic_mutation1,,text,PC,,,,,,,,,,,,,
pc_vaf_1,genomic_mutation1,,text,PC_VAF,,,,,,,,,,,,,
pcbp1_1,genomic_mutation1,,text,PCBP1,,,,,,,,,,,,,
pcbp1_vaf_1,genomic_mutation1,,text,PCBP1_VAF,,,,,,,,,,,,,
pclo_1,genomic_mutation1,,text,PCLO,,,,,,,,,,,,,
pclo_vaf_1,genomic_mutation1,,text,PCLO_VAF,,,,,,,,,,,,,
pd_l1_1,genomic_mutation1,,text,PD_L1,,,,,,,,,,,,,
pd1_1,genomic_mutation1,,text,PD-1,,,,,,,,,,,,,
pd1_vaf_1,genomic_mutation1,,text,PD-1_VAF,,,,,,,,,,,,,
pdcd11_1,genomic_mutation1,,text,PDCD11,,,,,,,,,,,,,
pdcd11_vaf_1,genomic_mutation1,,text,PDCD11_VAF,,,,,,,,,,,,,
pdcd1lg2_1,genomic_mutation1,,text,PDCD1LG2,,,,,,,,,,,,,
pdcd1lg2_vaf_1,genomic_mutation1,,text,PDCD1LG2_VAF,,,,,,,,,,,,,
pdgfr_1,genomic_mutation1,,text,PDGFR,,,,,,,,,,,,,
pdgfr_vaf_1,genomic_mutation1,,text,PDGFR_VAF,,,,,,,,,,,,,
pdgfra_1,genomic_mutation1,,text,PDGFRA,,,,,,,,,,,,,
pdgfra_vaf_1,genomic_mutation1,,text,PDGFRA_VAF,,,,,,,,,,,,,
pdgfrb_1,genomic_mutation1,,text,PDGFRB,,,,,,,,,,,,,
pdgfrb_vaf_1,genomic_mutation1,,text,PDGFRB_VAF,,,,,,,,,,,,,
pdk1_1,genomic_mutation1,,text,PDK1,,,,,,,,,,,,,
pdk1_vaf_1,genomic_mutation1,,text,PDK1_VAF,,,,,,,,,,,,,
pdl1_1,genomic_mutation1,,text,PD-L1,,,,,,,,,,,,,
pdl1_vaf_1,genomic_mutation1,,text,PD-L1_PERCENT,,,,,,,,,,,,,
pdpk1_1,genomic_mutation1,,text,PDPK1,,,,,,,,,,,,,
pdpk1_vaf_1,genomic_mutation1,,text,PDPK1_VAF,,,,,,,,,,,,,
piga_1,genomic_mutation1,,text,PIGA,,,,,,,,,,,,,
piga_vaf_1,genomic_mutation1,,text,PIGA_VAF,,,,,,,,,,,,,
pik3c2b_1,genomic_mutation1,,text,PIK3C2B,,,,,,,,,,,,,
pik3c2b_vaf_1,genomic_mutation1,,text,PIK3C2B_VAF,,,,,,,,,,,,,
pik3c2g_1,genomic_mutation1,,text,PIK3C2G,,,,,,,,,,,,,
pik3c2g_vaf_1,genomic_mutation1,,text,PIK3C2G_VAF,,,,,,,,,,,,,
pik3ca_1,genomic_mutation1,,text,PIK3CA,,,,,,,,,,,,,
pik3ca_vaf_1,genomic_mutation1,,text,PIK3CA_VAF,,,,,,,,,,,,,
pik3cb_1,genomic_mutation1,,text,PIK3CB,,,,,,,,,,,,,
pik3cb_vaf_1,genomic_mutation1,,text,PIK3CB_VAF,,,,,,,,,,,,,
pik3cg_1,genomic_mutation1,,text,PIK3CG,,,,,,,,,,,,,
pik3cg_vaf_1,genomic_mutation1,,text,PIK3CG_VAF,,,,,,,,,,,,,
pik3r1_1,genomic_mutation1,,text,PIK3R1,,,,,,,,,,,,,
pik3r1_vaf_1,genomic_mutation1,,text,PIK3R1_VAF,,,,,,,,,,,,,
pik3r2_1,genomic_mutation1,,text,PIK3R2,,,,,,,,,,,,,
pik3r2_vaf_1,genomic_mutation1,,text,PIK3R2_VAF,,,,,,,,,,,,,
pim1_1,genomic_mutation1,,text,PIM1,,,,,,,,,,,,,
pim1_vaf_1,genomic_mutation1,,text,PIM1_VAF,,,,,,,,,,,,,
plcg2_1,genomic_mutation1,,text,PLCG2,,,,,,,,,,,,,
plcg2_vaf_1,genomic_mutation1,,text,PLCG2_VAF,,,,,,,,,,,,,
pml_1,genomic_mutation1,,text,PML,,,,,,,,,,,,,
pml_vaf_1,genomic_mutation1,,text,PML_VAF,,,,,,,,,,,,,
pms2_1,genomic_mutation1,,text,PMS2,,,,,,,,,,,,,
pms2_vaf_1,genomic_mutation1,,text,PMS2_VAF,,,,,,,,,,,,,
pold1_1,genomic_mutation1,,text,POLD1,,,,,,,,,,,,,
pold1_vaf_1,genomic_mutation1,,text,POLD1_VAF,,,,,,,,,,,,,
pole_1,genomic_mutation1,,text,POLE,,,,,,,,,,,,,
pole_vaf_1,genomic_mutation1,,text,POLE_VAF,,,,,,,,,,,,,
pot1_1,genomic_mutation1,,text,POT1,,,,,,,,,,,,,
pot1_vaf_1,genomic_mutation1,,text,POT1_VAF,,,,,,,,,,,,,
pparg_1,genomic_mutation1,,text,PPARG,,,,,,,,,,,,,
pparg_vaf_1,genomic_mutation1,,text,PPARG_VAF,,,,,,,,,,,,,
ppp2r1a_1,genomic_mutation1,,text,PPP2R1A,,,,,,,,,,,,,
ppp2r1a_vaf_1,genomic_mutation1,,text,PPP2R1A_VAF,,,,,,,,,,,,,
ppp2r2a_1,genomic_mutation1,,text,PPP2R2A,,,,,,,,,,,,,
ppp2r2a_vaf_1,genomic_mutation1,,text,PPP2R2A_VAF,,,,,,,,,,,,,
prdm1_1,genomic_mutation1,,text,PRDM1,,,,,,,,,,,,,
prdm1_vaf_1,genomic_mutation1,,text,PRDM1_VAF,,,,,,,,,,,,,
prex2_1,genomic_mutation1,,text,PREX2,,,,,,,,,,,,,
prex2_vaf_1,genomic_mutation1,,text,PREX2_VAF,,,,,,,,,,,,,
prkar1a_1,genomic_mutation1,,text,PRKAR1A,,,,,,,,,,,,,
prkar1a_vaf_1,genomic_mutation1,,text,PRKAR1A_VAF,,,,,,,,,,,,,
prkci_1,genomic_mutation1,,text,PRKCI,,,,,,,,,,,,,
prkci_vaf_1,genomic_mutation1,,text,PRKCI_VAF,,,,,,,,,,,,,
prkd1_1,genomic_mutation1,,text,PRKD1,,,,,,,,,,,,,
prkd1_vaf_1,genomic_mutation1,,text,PRKD1_VAF,,,,,,,,,,,,,
prkdc_1,genomic_mutation1,,text,PRKDC,,,,,,,,,,,,,
prkdc_vaf_1,genomic_mutation1,,text,PRKDC_VAF,,,,,,,,,,,,,
prss8_1,genomic_mutation1,,text,PRSS8,,,,,,,,,,,,,
prss8_vaf_1,genomic_mutation1,,text,PRSS8_VAF,,,,,,,,,,,,,
ptch1_1,genomic_mutation1,,text,PTCH1,,,,,,,,,,,,,
ptch1_vaf_1,genomic_mutation1,,text,PTCH1_VAF,,,,,,,,,,,,,
pten_1,genomic_mutation1,,text,PTEN,,,,,,,,,,,,,
pten_vaf_1,genomic_mutation1,,text,PTEN_VAF,,,,,,,,,,,,,
ptpn11_1,genomic_mutation1,,text,PTPN11,,,,,,,,,,,,,
ptpn11_vaf_1,genomic_mutation1,,text,PTPN11_VAF,,,,,,,,,,,,,
ptpn2_1,genomic_mutation1,,text,PTPN2,,,,,,,,,,,,,
ptpn2_vaf_1,genomic_mutation1,,text,PTPN2_VAF,,,,,,,,,,,,,
ptpn6_1,genomic_mutation1,,text,PTPN6,,,,,,,,,,,,,
ptpn6_vaf_1,genomic_mutation1,,text,PTPN6_VAF,,,,,,,,,,,,,
ptpro_1,genomic_mutation1,,text,PTPRO,,,,,,,,,,,,,
ptpro_vaf_1,genomic_mutation1,,text,PTPRO_VAF,,,,,,,,,,,,,
qki_1,genomic_mutation1,,text,QKI,,,,,,,,,,,,,
qki_vaf_1,genomic_mutation1,,text,QKI_VAF,,,,,,,,,,,,,
rac1_1,genomic_mutation1,,text,RAC1,,,,,,,,,,,,,
rac1_vaf_1,genomic_mutation1,,text,RAC1_VAF,,,,,,,,,,,,,
rad21_1,genomic_mutation1,,text,RAD21,,,,,,,,,,,,,
rad21_vaf_1,genomic_mutation1,,text,RAD21_VAF,,,,,,,,,,,,,
rad50_1,genomic_mutation1,,text,RAD50,,,,,,,,,,,,,
rad50_vaf_1,genomic_mutation1,,text,RAD50_VAF,,,,,,,,,,,,,
rad51_1,genomic_mutation1,,text,RAD51,,,,,,,,,,,,,
rad51_vaf_1,genomic_mutation1,,text,RAD51_VAF,,,,,,,,,,,,,
rad51b_1,genomic_mutation1,,text,RAD51B,,,,,,,,,,,,,
rad51b_vaf_1,genomic_mutation1,,text,RAD51B_VAF,,,,,,,,,,,,,
rad51c_1,genomic_mutation1,,text,RAD51C,,,,,,,,,,,,,
rad51c_vaf_1,genomic_mutation1,,text,RAD51C_VAF,,,,,,,,,,,,,
rad51d_1,genomic_mutation1,,text,RAD51D,,,,,,,,,,,,,
rad51d_vaf_1,genomic_mutation1,,text,RAD51D_VAF,,,,,,,,,,,,,
rad52_1,genomic_mutation1,,text,RAD52,,,,,,,,,,,,,
rad52_vaf_1,genomic_mutation1,,text,RAD52_VAF,,,,,,,,,,,,,
rad54l_1,genomic_mutation1,,text,RAD54L,,,,,,,,,,,,,
rad54l_vaf_1,genomic_mutation1,,text,RAD54L_VAF,,,,,,,,,,,,,
raf1_1,genomic_mutation1,,text,RAF1,,,,,,,,,,,,,
raf1_vaf_1,genomic_mutation1,,text,RAF1_VAF,,,,,,,,,,,,,
ranbp17_1,genomic_mutation1,,text,RANBP17,,,,,,,,,,,,,
ranbp17_vaf_1,genomic_mutation1,,text,RANBP17_VAF,,,,,,,,,,,,,
ranbp2_1,genomic_mutation1,,text,RANBP2,,,,,,,,,,,,,
ranbp2_vaf_1,genomic_mutation1,,text,RANBP2_VAF,,,,,,,,,,,,,
rara_1,genomic_mutation1,,text,RARA,,,,,,,,,,,,,
rara_vaf_1,genomic_mutation1,,text,RARA_VAF,,,,,,,,,,,,,
rasgef1a_1,genomic_mutation1,,text,RASGEF1A,,,,,,,,,,,,,
rasgef1a_vaf_1,genomic_mutation1,,text,RASGEF1A_VAF,,,,,,,,,,,,,
rb1_1,genomic_mutation1,,text,RB1,,,,,,,,,,,,,
rb1_vaf_1,genomic_mutation1,,text,RB1_VAF,,,,,,,,,,,,,
rbm10_1,genomic_mutation1,,text,RBM10,,,,,,,,,,,,,
rbm10_vaf_1,genomic_mutation1,,text,RBM10_VAF,,,,,,,,,,,,,
recql4_1,genomic_mutation1,,text,RECQL4,,,,,,,,,,,,,
recql4_vaf_1,genomic_mutation1,,text,RECQL4_VAF,,,,,,,,,,,,,
rel_1,genomic_mutation1,,text,REL,,,,,,,,,,,,,
rel_vaf_1,genomic_mutation1,,text,REL_VAF,,,,,,,,,,,,,
reln_1,genomic_mutation1,,text,RELN,,,,,,,,,,,,,
reln_vaf_1,genomic_mutation1,,text,RELN_VAF,,,,,,,,,,,,,
ret_1,genomic_mutation1,,text,RET,,,,,,,,,,,,,
ret_vaf_1,genomic_mutation1,,text,RET_VAF,,,,,,,,,,,,,
rhoa_1,genomic_mutation1,,text,RHOA,,,,,,,,,,,,,
rhoa_vaf_1,genomic_mutation1,,text,RHOA_VAF,,,,,,,,,,,,,
rhoh_1,genomic_mutation1,,text,RHOH,,,,,,,,,,,,,
rhoh_vaf_1,genomic_mutation1,,text,RHOH_VAF,,,,,,,,,,,,,
rictor_1,genomic_mutation1,,text,RICTOR,,,,,,,,,,,,,
rictor_vaf_1,genomic_mutation1,,text,RICTOR_VAF,,,,,,,,,,,,,
rnf43_1,genomic_mutation1,,text,RNF43,,,,,,,,,,,,,
rnf43_vaf_1,genomic_mutation1,,text,RNF43_VAF,,,,,,,,,,,,,
ros1_1,genomic_mutation1,,text,ROS1,,,,,,,,,,,,,
ros1_vaf_1,genomic_mutation1,,text,ROS1_VAF,,,,,,,,,,,,,
rptor_1,genomic_mutation1,,text,RPTOR,,,,,,,,,,,,,
rptor_vaf_1,genomic_mutation1,,text,RPTOR_VAF,,,,,,,,,,,,,
runx1_1,genomic_mutation1,,text,RUNX1,,,,,,,,,,,,,
runx1_vaf_1,genomic_mutation1,,text,RUNX1_VAF,,,,,,,,,,,,,
runx1t1_1,genomic_mutation1,,text,RUNX1T1,,,,,,,,,,,,,
runx1t1_vaf_1,genomic_mutation1,,text,RUNX1T1_VAF,,,,,,,,,,,,,
s1pr2_1,genomic_mutation1,,text,S1PR2,,,,,,,,,,,,,
s1pr2_vaf_1,genomic_mutation1,,text,S1PR2_VAF,,,,,,,,,,,,,
sdha_1,genomic_mutation1,,text,SDHA,,,,,,,,,,,,,
sdha_vaf_1,genomic_mutation1,,text,SDHA_VAF,,,,,,,,,,,,,
sdha1_1,genomic_mutation1,,text,SDHA.1,,,,,,,,,,,,,
sdha1_vaf_1,genomic_mutation1,,text,SDHA.1_VAF,,,,,,,,,,,,,
sdhb_1,genomic_mutation1,,text,SDHB,,,,,,,,,,,,,
sdhb_vaf_1,genomic_mutation1,,text,SDHB_VAF,,,,,,,,,,,,,
sdhc_1,genomic_mutation1,,text,SDHC,,,,,,,,,,,,,
sdhc_vaf_1,genomic_mutation1,,text,SDHC_VAF,,,,,,,,,,,,,
sdhd_1,genomic_mutation1,,text,SDHD,,,,,,,,,,,,,
sdhd_vaf_1,genomic_mutation1,,text,SDHD_VAF,,,,,,,,,,,,,
sesn3_1,genomic_mutation1,,text,SESN3,,,,,,,,,,,,,
sesn3_vaf_1,genomic_mutation1,,text,SESN3_VAF,,,,,,,,,,,,,
setbp1_1,genomic_mutation1,,text,SETBP1,,,,,,,,,,,,,
setbp1_vaf_1,genomic_mutation1,,text,SETBP1_VAF,,,,,,,,,,,,,
setd2_1,genomic_mutation1,,text,SETD2,,,,,,,,,,,,,
setd2_vaf_1,genomic_mutation1,,text,SETD2_VAF,,,,,,,,,,,,,
sf3b1_1,genomic_mutation1,,text,SF3B1,,,,,,,,,,,,,
sf3b1_vaf_1,genomic_mutation1,,text,SF3B1_VAF,,,,,,,,,,,,,
sgk1_1,genomic_mutation1,,text,SGK1,,,,,,,,,,,,,
sgk1_vaf_1,genomic_mutation1,,text,SGK1_VAF,,,,,,,,,,,,,
slit2_1,genomic_mutation1,,text,SLIT2,,,,,,,,,,,,,
slit2_vaf_1,genomic_mutation1,,text,SLIT2_VAF,,,,,,,,,,,,,
smad2_1,genomic_mutation1,,text,SMAD2,,,,,,,,,,,,,
smad2_vaf_1,genomic_mutation1,,text,SMAD2_VAF,,,,,,,,,,,,,
smad3_1,genomic_mutation1,,text,SMAD3,,,,,,,,,,,,,
smad3_vaf_1,genomic_mutation1,,text,SMAD3_VAF,,,,,,,,,,,,,
smad4_1,genomic_mutation1,,text,SMAD4,,,,,,,,,,,,,
smad4_vaf_1,genomic_mutation1,,text,SMAD4_VAF,,,,,,,,,,,,,
smarca1_1,genomic_mutation1,,text,SMARCA1,,,,,,,,,,,,,
smarca1_vaf_1,genomic_mutation1,,text,SMARCA1_VAF,,,,,,,,,,,,,
smarca4_1,genomic_mutation1,,text,SMARCA4,,,,,,,,,,,,,
smarca4_vaf_1,genomic_mutation1,,text,SMARCA4_VAF,,,,,,,,,,,,,
smarcb1_1,genomic_mutation1,,text,SMARCB1,,,,,,,,,,,,,
smarcb1_vaf_1,genomic_mutation1,,text,SMARCB1_VAF,,,,,,,,,,,,,
smc1a_1,genomic_mutation1,,text,SMC1A,,,,,,,,,,,,,
smc1a_vaf_1,genomic_mutation1,,text,SMC1A_VAF,,,,,,,,,,,,,
smc3_1,genomic_mutation1,,text,SMC3,,,,,,,,,,,,,
smc3_vaf_1,genomic_mutation1,,text,SMC3_VAF,,,,,,,,,,,,,
smo_1,genomic_mutation1,,text,SMO,,,,,,,,,,,,,
smo_vaf_1,genomic_mutation1,,text,SMO_VAF,,,,,,,,,,,,,
sncaip_1,genomic_mutation1,,text,SNCAIP,,,,,,,,,,,,,
sncaip_vaf_1,genomic_mutation1,,text,SNCAIP_VAF,,,,,,,,,,,,,
socs1_1,genomic_mutation1,,text,SOCS1,,,,,,,,,,,,,
socs1_vaf_1,genomic_mutation1,,text,SOCS1_VAF,,,,,,,,,,,,,
socs2_1,genomic_mutation1,,text,SOCS2,,,,,,,,,,,,,
socs2_vaf_1,genomic_mutation1,,text,SOCS2_VAF,,,,,,,,,,,,,
socs3_1,genomic_mutation1,,text,SOCS3,,,,,,,,,,,,,
socs3_vaf_1,genomic_mutation1,,text,SOCS3_VAF,,,,,,,,,,,,,
sourse_1,genomic_mutation1,,text,SOURSE,,,,,,,,,,,,,
sourse_vaf_1,genomic_mutation1,,text,SOURSE_VAF,,,,,,,,,,,,,
sox10_1,genomic_mutation1,,text,SOX10,,,,,,,,,,,,,
sox10_vaf_1,genomic_mutation1,,text,SOX10_VAF,,,,,,,,,,,,,
sox2_1,genomic_mutation1,,text,SOX2,,,,,,,,,,,,,
sox2_vaf_1,genomic_mutation1,,text,SOX2_VAF,,,,,,,,,,,,,
sox9_1,genomic_mutation1,,text,SOX9,,,,,,,,,,,,,
sox9_vaf_1,genomic_mutation1,,text,SOX9_VAF,,,,,,,,,,,,,
spen_1,genomic_mutation1,,text,SPEN,,,,,,,,,,,,,
spen_vaf_1,genomic_mutation1,,text,SPEN_VAF,,,,,,,,,,,,,
spop_1,genomic_mutation1,,text,SPOP,,,,,,,,,,,,,
spop_vaf_1,genomic_mutation1,,text,SPOP_VAF,,,,,,,,,,,,,
spta1_1,genomic_mutation1,,text,SPTA1,,,,,,,,,,,,,
spta1_vaf_1,genomic_mutation1,,text,SPTA1_VAF,,,,,,,,,,,,,
src_1,genomic_mutation1,,text,SRC,,,,,,,,,,,,,
src_vaf_1,genomic_mutation1,,text,SRC_VAF,,,,,,,,,,,,,
srsf2_1,genomic_mutation1,,text,SRSF2,,,,,,,,,,,,,
srsf2_vaf_1,genomic_mutation1,,text,SRSF2_VAF,,,,,,,,,,,,,
stag2_1,genomic_mutation1,,text,STAG2,,,,,,,,,,,,,
stag2_vaf_1,genomic_mutation1,,text,STAG2_VAF,,,,,,,,,,,,,
stat3_1,genomic_mutation1,,text,STAT3,,,,,,,,,,,,,
stat3_vaf_1,genomic_mutation1,,text,STAT3_VAF,,,,,,,,,,,,,
stat4_1,genomic_mutation1,,text,STAT4,,,,,,,,,,,,,
stat4_vaf_1,genomic_mutation1,,text,STAT4_VAF,,,,,,,,,,,,,
stat5a_1,genomic_mutation1,,text,STAT5A,,,,,,,,,,,,,
stat5a_vaf_1,genomic_mutation1,,text,STAT5A_VAF,,,,,,,,,,,,,
stat5b_1,genomic_mutation1,,text,STAT5B,,,,,,,,,,,,,
stat5b_vaf_1,genomic_mutation1,,text,STAT5B_VAF,,,,,,,,,,,,,
stat6_1,genomic_mutation1,,text,STAT6,,,,,,,,,,,,,
stat6_vaf_1,genomic_mutation1,,text,STAT6_VAF,,,,,,,,,,,,,
